Title,"HE student enrolments by level of study, first year marker, mode of study, sex and country of HE provider",,,,,,
Other postgraduate taught,All,All,All,Female,2019/20,65845,5%
Other postgraduate taught,All,All,All,Male,2019/20,28675,3%
Other postgraduate taught,All,All,All,Not known,2019/20,0,..
Other postgraduate taught,All,All,All,Other,2019/20,325,8%
Other postgraduate taught,All,All,England,All,2015/16,79810,4%
Other postgraduate taught,All,All,England,Female,2015/16,54205,5%
Other postgraduate taught,All,All,England,Male,2015/16,25580,3%
Other postgraduate taught,All,All,England,Not known,2015/16,0,0%
Other postgraduate taught,All,All,England,Other,2015/16,25,7%
Other postgraduate taught,All,All,England,All,2016/17,82300,4%
Other postgraduate taught,All,All,England,Female,2016/17,56440,5%
Other postgraduate taught,All,All,England,Male,2016/17,25780,3%
Other postgraduate taught,All,All,England,Not known,2016/17,0,0%
Other postgraduate taught,All,All,England,Other,2016/17,80,10%
Other postgraduate taught,All,All,England,All,2017/18,81730,4%
Other postgraduate taught,All,All,England,Female,2017/18,56175,5%
Other postgraduate taught,All,All,England,Male,2017/18,25470,3%
Other postgraduate taught,All,All,England,Not known,2017/18,0,0%
Other postgraduate taught,All,All,England,Other,2017/18,85,7%
Other postgraduate taught,All,All,England,All,2018/19,78485,4%
Other postgraduate taught,All,All,England,Female,2018/19,54260,5%
Other postgraduate taught,All,All,England,Male,2018/19,24090,3%
Other postgraduate taught,All,All,England,Not known,2018/19,30,10%
Other postgraduate taught,All,All,England,Other,2018/19,100,6%
Other postgraduate taught,All,All,England,All,2019/20,75295,4%
Other postgraduate taught,All,All,England,Female,2019/20,52490,4%
Other postgraduate taught,All,All,England,Male,2019/20,22575,3%
Other postgraduate taught,All,All,England,Not known,2019/20,0,..
Other postgraduate taught,All,All,England,Other,2019/20,230,8%
Other postgraduate taught,All,All,Northern Ireland,All,2015/16,3505,6%
Other postgraduate taught,All,All,Northern Ireland,Female,2015/16,2490,8%
Other postgraduate taught,All,All,Northern Ireland,Male,2015/16,1015,4%
Other postgraduate taught,All,All,Northern Ireland,All,2016/17,3605,7%
Other postgraduate taught,All,All,Northern Ireland,Female,2016/17,2575,8%
Other postgraduate taught,All,All,Northern Ireland,Male,2016/17,1035,4%
Other postgraduate taught,All,All,Northern Ireland,All,2017/18,3395,6%
Other postgraduate taught,All,All,Northern Ireland,Female,2017/18,2425,8%
Other postgraduate taught,All,All,Northern Ireland,Male,2017/18,970,4%
Other postgraduate taught,All,All,Northern Ireland,All,2018/19,3835,7%
Other postgraduate taught,All,All,Northern Ireland,Female,2018/19,2830,9%
Other postgraduate taught,All,All,Northern Ireland,Male,2018/19,1005,4%
Other postgraduate taught,All,All,Northern Ireland,All,2019/20,4480,8%
Other postgraduate taught,All,All,Northern Ireland,Female,2019/20,3100,9%
Other postgraduate taught,All,All,Northern Ireland,Male,2019/20,1380,6%
Other postgraduate taught,All,All,Scotland,All,2015/16,10995,5%
Other postgraduate taught,All,All,Scotland,Female,2015/16,7175,5%
Other postgraduate taught,All,All,Scotland,Male,2015/16,3815,4%
Other postgraduate taught,All,All,Scotland,Other,2015/16,5,6%
Other postgraduate taught,All,All,Scotland,All,2016/17,11005,5%
Other postgraduate taught,All,All,Scotland,Female,2016/17,7380,5%
Other postgraduate taught,All,All,Scotland,Male,2016/17,3620,4%
Other postgraduate taught,All,All,Scotland,Other,2016/17,10,4%
Other postgraduate taught,All,All,Scotland,All,2017/18,10500,4%
Other postgraduate taught,All,All,Scotland,Female,2017/18,7135,5%
Other postgraduate taught,All,All,Scotland,Male,2017/18,3355,3%
Other postgraduate taught,All,All,Scotland,Other,2017/18,10,3%
Other postgraduate taught,All,All,Scotland,All,2018/19,9805,4%
Other postgraduate taught,All,All,Scotland,Female,2018/19,6685,4%
Other postgraduate taught,All,All,Scotland,Male,2018/19,3090,3%
Other postgraduate taught,All,All,Scotland,Other,2018/19,25,3%
Other postgraduate taught,All,All,Scotland,All,2019/20,11590,4%
Other postgraduate taught,All,All,Scotland,Female,2019/20,7805,5%
Other postgraduate taught,All,All,Scotland,Male,2019/20,3695,4%
Other postgraduate taught,All,All,Scotland,Other,2019/20,85,11%
Other postgraduate taught,All,All,Wales,All,2015/16,3875,3%
Other postgraduate taught,All,All,Wales,Female,2015/16,2535,4%
Other postgraduate taught,All,All,Wales,Male,2015/16,1340,2%
Other postgraduate taught,All,All,Wales,Other,2015/16,0,2%
Other postgraduate taught,All,All,Wales,All,2016/17,4220,3%
Other postgraduate taught,All,All,Wales,Female,2016/17,2740,4%
Other postgraduate taught,All,All,Wales,Male,2016/17,1470,3%
Other postgraduate taught,All,All,Wales,Other,2016/17,5,6%
Other postgraduate taught,All,All,Wales,All,2017/18,4170,3%
Other postgraduate taught,All,All,Wales,Female,2017/18,2765,4%
Other postgraduate taught,All,All,Wales,Male,2017/18,1400,2%
Other postgraduate taught,All,All,Wales,Other,2017/18,5,3%
Other postgraduate taught,All,All,Wales,All,2018/19,4080,3%
Other postgraduate taught,All,All,Wales,Female,2018/19,2795,4%
Other postgraduate taught,All,All,Wales,Male,2018/19,1285,2%
Other postgraduate taught,All,All,Wales,Other,2018/19,5,3%
Other postgraduate taught,All,All,Wales,All,2019/20,3480,3%
Other postgraduate taught,All,All,Wales,Female,2019/20,2450,3%
Other postgraduate taught,All,All,Wales,Male,2019/20,1025,2%
Other postgraduate taught,All,All,Wales,Other,2019/20,5,4%
Other postgraduate taught,All,Full-time,All,All,2015/16,15145,1%
Other postgraduate taught,All,Full-time,All,Female,2015/16,10240,1%
Other postgraduate taught,All,Full-time,All,Male,2015/16,4900,1%
Other postgraduate taught,All,Full-time,All,Not known,2015/16,0,0%
Other postgraduate taught,All,Full-time,All,Other,2015/16,5,1%
Other postgraduate taught,All,Full-time,All,All,2016/17,16170,1%
Other postgraduate taught,All,Full-time,All,Female,2016/17,11220,1%
Other postgraduate taught,All,Full-time,All,Male,2016/17,4930,1%
Other postgraduate taught,All,Full-time,All,Not known,2016/17,0,0%
Other postgraduate taught,All,Full-time,All,Other,2016/17,20,2%
Other postgraduate taught,All,Full-time,All,All,2017/18,19395,1%
Other postgraduate taught,All,Full-time,All,Female,2017/18,13295,1%
Other postgraduate taught,All,Full-time,All,Male,2017/18,6085,1%
Other postgraduate taught,All,Full-time,All,Not known,2017/18,0,0%
Other postgraduate taught,All,Full-time,All,Other,2017/18,15,1%
Other postgraduate taught,All,Full-time,All,All,2018/19,17545,1%
Other postgraduate taught,All,Full-time,All,Female,2018/19,12000,1%
Other postgraduate taught,All,Full-time,All,Male,2018/19,5500,1%
Other postgraduate taught,All,Full-time,All,Not known,2018/19,25,9%
Other postgraduate taught,All,Full-time,All,Other,2018/19,15,1%
Other postgraduate taught,All,Full-time,All,All,2019/20,17710,1%
Other postgraduate taught,All,Full-time,All,Female,2019/20,12160,1%
Other postgraduate taught,All,Full-time,All,Male,2019/20,5485,1%
Other postgraduate taught,All,Full-time,All,Not known,2019/20,0,..
Other postgraduate taught,All,Full-time,All,Other,2019/20,65,3%
Other postgraduate taught,All,Full-time,England,All,2015/16,12290,1%
Other postgraduate taught,All,Full-time,England,Female,2015/16,8385,1%
Other postgraduate taught,All,Full-time,England,Male,2015/16,3900,1%
Other postgraduate taught,All,Full-time,England,Not known,2015/16,0,0%
Other postgraduate taught,All,Full-time,England,Other,2015/16,5,1%
Other postgraduate taught,All,Full-time,England,All,2016/17,12595,1%
Other postgraduate taught,All,Full-time,England,Female,2016/17,8705,1%
Other postgraduate taught,All,Full-time,England,Male,2016/17,3875,1%
Other postgraduate taught,All,Full-time,England,Not known,2016/17,0,0%
Other postgraduate taught,All,Full-time,England,Other,2016/17,15,3%
Other postgraduate taught,All,Full-time,England,All,2017/18,15680,1%
Other postgraduate taught,All,Full-time,England,Female,2017/18,10760,1%
Other postgraduate taught,All,Full-time,England,Male,2017/18,4910,1%
Other postgraduate taught,All,Full-time,England,Not known,2017/18,0,0%
Other postgraduate taught,All,Full-time,England,Other,2017/18,10,1%
Other postgraduate taught,All,Full-time,England,All,2018/19,13880,1%
Other postgraduate taught,All,Full-time,England,Female,2018/19,9460,1%
Other postgraduate taught,All,Full-time,England,Male,2018/19,4385,1%
Other postgraduate taught,All,Full-time,England,Not known,2018/19,25,9%
Other postgraduate taught,All,Full-time,England,Other,2018/19,10,1%
Other postgraduate taught,All,Full-time,England,All,2019/20,14105,1%
Other postgraduate taught,All,Full-time,England,Female,2019/20,9770,1%
Other postgraduate taught,All,Full-time,England,Male,2019/20,4315,1%
Other postgraduate taught,All,Full-time,England,Not known,2019/20,0,..
Other postgraduate taught,All,Full-time,England,Other,2019/20,20,1%
Other postgraduate taught,All,Full-time,Northern Ireland,All,2015/16,460,1%
Other postgraduate taught,All,Full-time,Northern Ireland,Female,2015/16,295,1%
Other postgraduate taught,All,Full-time,Northern Ireland,Male,2015/16,165,1%
Other postgraduate taught,All,Full-time,Northern Ireland,All,2016/17,495,1%
Other postgraduate taught,All,Full-time,Northern Ireland,Female,2016/17,330,2%
Other postgraduate taught,All,Full-time,Northern Ireland,Male,2016/17,165,1%
Other postgraduate taught,All,Full-time,Northern Ireland,All,2017/18,405,1%
Other postgraduate taught,All,Full-time,Northern Ireland,Female,2017/18,275,1%
Other postgraduate taught,All,Full-time,Northern Ireland,Male,2017/18,130,1%
Other postgraduate taught,All,Full-time,Northern Ireland,All,2018/19,580,2%
Other postgraduate taught,All,Full-time,Northern Ireland,Female,2018/19,400,2%
Other postgraduate taught,All,Full-time,Northern Ireland,Male,2018/19,180,1%
Other postgraduate taught,All,Full-time,Northern Ireland,All,2019/20,530,1%
Other postgraduate taught,All,Full-time,Northern Ireland,Female,2019/20,360,2%
Other postgraduate taught,All,Full-time,Northern Ireland,Male,2019/20,170,1%
Other postgraduate taught,All,Full-time,Scotland,All,2015/16,1875,1%
Other postgraduate taught,All,Full-time,Scotland,Female,2015/16,1190,1%
Other postgraduate taught,All,Full-time,Scotland,Male,2015/16,680,1%
Other postgraduate taught,All,Full-time,Scotland,Other,2015/16,0,2%
Other postgraduate taught,All,Full-time,Scotland,All,2016/17,2420,1%
Other postgraduate taught,All,Full-time,Scotland,Female,2016/17,1725,2%
Other postgraduate taught,All,Full-time,Scotland,Male,2016/17,695,1%
Other postgraduate taught,All,Full-time,Scotland,Other,2016/17,0,1%
Other postgraduate taught,All,Full-time,Scotland,All,2017/18,2570,1%
Other postgraduate taught,All,Full-time,Scotland,Female,2017/18,1730,2%
Other postgraduate taught,All,Full-time,Scotland,Male,2017/18,835,1%
Other postgraduate taught,All,Full-time,Scotland,Other,2017/18,0,1%
Other postgraduate taught,All,Full-time,Scotland,All,2018/19,2480,1%
Other postgraduate taught,All,Full-time,Scotland,Female,2018/19,1670,1%
Other postgraduate taught,All,Full-time,Scotland,Male,2018/19,810,1%
Other postgraduate taught,All,Full-time,Scotland,Other,2018/19,0,1%
Other postgraduate taught,All,Full-time,Scotland,All,2019/20,2495,1%
Other postgraduate taught,All,Full-time,Scotland,Female,2019/20,1565,1%
Other postgraduate taught,All,Full-time,Scotland,Male,2019/20,885,1%
Other postgraduate taught,All,Full-time,Scotland,Other,2019/20,45,12%
Other postgraduate taught,All,Full-time,Wales,All,2015/16,520,1%
Other postgraduate taught,All,Full-time,Wales,Female,2015/16,370,1%
Other postgraduate taught,All,Full-time,Wales,Male,2015/16,155,0%
Other postgraduate taught,All,Full-time,Wales,Other,2015/16,0,0%
Other postgraduate taught,All,Full-time,Wales,All,2016/17,660,1%
Other postgraduate taught,All,Full-time,Wales,Female,2016/17,460,1%
Other postgraduate taught,All,Full-time,Wales,Male,2016/17,195,0%
Other postgraduate taught,All,Full-time,Wales,Other,2016/17,0,2%
Other postgraduate taught,All,Full-time,Wales,All,2017/18,740,1%
Other postgraduate taught,All,Full-time,Wales,Female,2017/18,530,1%
Other postgraduate taught,All,Full-time,Wales,Male,2017/18,210,0%
Other postgraduate taught,All,Full-time,Wales,Other,2017/18,0,1%
Other postgraduate taught,All,Full-time,Wales,All,2018/19,600,1%
Other postgraduate taught,All,Full-time,Wales,Female,2018/19,470,1%
Other postgraduate taught,All,Full-time,Wales,Male,2018/19,130,0%
Other postgraduate taught,All,Full-time,Wales,Other,2018/19,0,2%
Other postgraduate taught,All,Full-time,Wales,All,2019/20,575,1%
Other postgraduate taught,All,Full-time,Wales,Female,2019/20,460,1%
Other postgraduate taught,All,Full-time,Wales,Male,2019/20,115,0%
Other postgraduate taught,All,Full-time,Wales,Other,2019/20,0,1%
Other postgraduate taught,All,Part-time,All,All,2015/16,83040,15%
Other postgraduate taught,All,Part-time,All,Female,2015/16,56160,17%
Other postgraduate taught,All,Part-time,All,Male,2015/16,26855,12%
Other postgraduate taught,All,Part-time,All,Not known,2015/16,0,..
Other postgraduate taught,All,Part-time,All,Other,2015/16,30,26%
Other postgraduate taught,All,Part-time,All,All,2016/17,84965,16%
Other postgraduate taught,All,Part-time,All,Female,2016/17,57915,18%
Other postgraduate taught,All,Part-time,All,Male,2016/17,26975,13%
Other postgraduate taught,All,Part-time,All,Not known,2016/17,0,..
Other postgraduate taught,All,Part-time,All,Other,2016/17,75,25%
Other postgraduate taught,All,Part-time,All,All,2017/18,80395,16%
Other postgraduate taught,All,Part-time,All,Female,2017/18,55205,18%
Other postgraduate taught,All,Part-time,All,Male,2017/18,25110,12%
Other postgraduate taught,All,Part-time,All,Not known,2017/18,0,..
Other postgraduate taught,All,Part-time,All,Other,2017/18,80,15%
Other postgraduate taught,All,Part-time,All,All,2018/19,78660,15%
Other postgraduate taught,All,Part-time,All,Female,2018/19,54570,17%
Other postgraduate taught,All,Part-time,All,Male,2018/19,23975,12%
Other postgraduate taught,All,Part-time,All,Not known,2018/19,5,..
Other postgraduate taught,All,Part-time,All,Other,2018/19,115,12%
Other postgraduate taught,All,Part-time,All,All,2019/20,77135,15%
Other postgraduate taught,All,Part-time,All,Female,2019/20,53685,17%
